Date,Close,High,Low,Open,Volume
2010-01-04,6.44033145904541,6.45507725915592,6.391278972378066,6.422877172871004,493729600
2010-01-05,6.451465606689453,6.4878788893442865,6.417459465133687,6.458086349642286,601904800
2010-01-06,6.348847389221191,6.477046253588525,6.342226645342805,6.4514665085786,552160000
2010-01-07,6.337109088897705,6.379842571822461,6.2910660382072985,6.372319000569361,477131200
2010-01-08,6.379240989685059,6.37984327724476,6.291368480282735,6.328683790652659,447610800
2010-01-11,6.322967052459717,6.409937140135302,6.273011334454215,6.403918282112247,462229600
2010-01-12,6.251041412353516,6.3127338927434735,6.211920047406048,6.295278805728234,594459600
2010-01-13,6.339216232299805,6.34764263282566,6.1421038718775645,6.255556925343339,605892000
2010-01-14,6.302502155303955,6.333498868494199,6.290163899676365,6.322966270050092,432894000
2010-01-15,6.1971755027771,6.367806516336812,6.1953698453199975,6.3476433413991735,594067600
2010-01-19,6.4713263511657715,6.47584049361326,6.2365969707888,6.269398533862063,730007600
2010-01-20,6.371717929840088,6.486674891699071,6.3046088752892695,6.467414949835066,612152800
2010-01-21,6.2615742683410645,6.419265113196395,6.235693985875178,6.382250346663958,608154400
2010-01-22,5.951008319854736,6.244420751800569,5.933253496278336,6.22275367139185,881767600
2010-01-25,6.111107349395752,6.16015943254039,6.024437807372042,6.0942549496076115,1065699600
2010-01-26,6.197476863861084,6.431304297025118,6.096362450198299,6.197777806790907,1867110000
2010-01-27,6.255856037139893,6.3371081843180415,6.004574016462286,6.224859329794546,1722568400
2010-01-28,5.997352123260498,6.18423359893998,5.979597300239291,6.167080661566463,1173502400
2010-01-29,5.779775619506836,6.084924808953682,5.725306174385902,6.051220016650193,1245952400
2010-02-01,5.860126495361328,5.898345437483027,5.756905498420523,5.78910558295049,749876400
2010-02-02,5.894131660461426,5.907975031567911,5.819499842590746,5.895636776504988,698342400
2010-02-03,5.995545864105225,6.024736913293317,5.850795594717579,5.873365902446092,615328000
2010-02-04,5.779477596282959,5.969668720142264,5.765032334608892,5.920314879675186,757652000
2010-02-05,5.882094383239746,5.898345298354097,5.74336293336589,5.7969299610829745,850306800
2010-02-08,5.841769218444824,5.9549213272537,5.8381579039905835,5.88901644563536,478270800
2010-02-09,5.904061794281006,5.9434840957257284,5.860726834641201,5.91098307689227,632886800
2010-02-10,5.871862888336182,5.916402032892487,5.845982604178523,5.8950346865672,370361600
2010-02-11,5.97869348526001,6.0111949052638085,5.8399620713779745,5.864638978727041,550345600
2010-02-12,6.030156135559082,6.068074138129889,5.883299211771938,5.961843301274669,655468800
2010-02-16,6.121038436889648,6.129765378733116,6.064462380073955,6.0771015794095895,543737600
2010-02-17,6.095459938049316,6.148424285786428,6.044600985412663,6.144812970679,436396800
2010-02-18,6.106894016265869,6.13578413084111,6.046405702998772,6.067771843810248,422825200
2010-02-19,6.068975448608398,6.115018901171212,6.052123050765193,6.0746937645634915,415469600
2010-02-22,6.0313591957092285,6.093954111565596,5.994344425549897,6.089139427109654,390563600
2010-02-23,5.930245876312256,6.058745701453418,5.8896197840602325,6.01872109329924,575094800
2010-02-24,6.038580417633057,6.062053152477641,5.953715753302369,5.9654525225174515,460566400
2010-02-25,6.078906059265137,6.1047863386915715,5.925127891456666,5.939873688124215,665126000
2010-02-26,6.1577534675598145,6.174304927624388,6.078908425494185,6.090343855530061,507460800
2010-03-01,6.2892632484436035,6.304610535250256,6.182731453506764,6.1917593401800275,550093600
2010-03-02,6.2850494384765625,6.34463452941129,6.25164517617949,6.317550068428545,566546400
2010-03-03,6.2994914054870605,6.3157423177666505,6.257661960679383,6.28775543909299,372052800
2010-03-04,6.34102201461792,6.347341815136955,6.2784271005699805,6.297988789683704,366041200
2010-03-05,6.588993072509766,6.611563384617907,6.45898857299002,6.468317801402433,899620400
2010-03-08,6.592906951904297,6.623300982058133,6.56792909083374,6.62089384044256,429889600
2010-03-09,6.711474418640137,6.771059499877591,6.55709434208007,6.56973354085879,920259200
2010-03-10,6.766245365142822,6.7855057115785975,6.716892334572915,6.735851336302689,596218000
2010-03-11,6.786107063293457,6.786107063293457,6.720503514606205,6.738259147181756,405700400
2010-03-12,6.819210529327393,6.853215873199394,6.793630783453784,6.842381928305325,416323600
2010-03-15,6.736151695251465,6.7861062055239385,6.628115207793797,6.782495694466113,493502800
2010-03-16,6.754506587982178,6.770456154901569,6.696125290810637,6.746381534015936,446908000
2010-03-17,6.744576454162598,6.814694124969459,6.718997117059263,6.768049191444486,450956800
2010-03-18,6.760526657104492,6.771059255407664,6.699135519066172,6.7439743980178415,342109600
2010-03-19,6.688301086425781,6.778280980574283,6.657605320601596,6.764738955477245,559445600
2010-03-22,6.763537406921387,6.801154869962735,6.625106878674762,6.634737052072342,456419600
2010-03-23,6.872173309326172,6.884812908822983,6.743974068044185,6.7903184626134605,602431200
2010-03-24,6.902570724487305,6.927548588213698,6.846596137873218,6.850508798121064,597780400
2010-03-25,6.820712566375732,6.950717450970843,6.808674853843144,6.9492123351114605,542284400
2010-03-26,6.948613166809082,6.980210965531149,6.8778927915812345,6.889930507429167,640875200
2010-03-29,6.993452548980713,7.037991299761468,6.970281148371546,7.0118104698032,540744400
2010-03-30,7.09757661819458,7.146629916343488,7.049426550671941,7.120146937233756,527310000
2010-03-31,7.071998119354248,7.120449540175809,7.055748001069616,7.086744728030011,430659600
2010-04-01,7.101186752319336,7.184244580407976,7.004285551089673,7.144521725522793,603145200
2010-04-05,7.177023887634277,7.177625773518043,7.065075524011753,7.071395727584272,684507600
2010-04-06,7.208621978759766,7.2296871795977955,7.132184084164729,7.168296431019854,447017200
2010-04-07,7.240519046783447,7.280242697282439,7.182136940578023,7.208920451008938,628502000
2010-04-08,7.220959663391113,7.268808378547662,7.163480775548215,7.2357054635241695,572989200
2010-04-09,7.27632999420166,7.279340226108691,7.236305802906011,7.265496855830414,334182800
2010-04-12,7.291378974914551,7.3148517181560635,7.27693371532847,7.288670086949226,333026400
2010-04-13,7.295590400695801,7.306725688603771,7.255866745708812,7.278437862599847,306210800
2010-04-14,7.393695831298828,7.397307145549841,7.344944696081609,7.381357576067398,404076400
2010-04-15,7.490902423858643,7.494212395256339,7.388282863909959,7.396407923585149,376784800
2010-04-16,7.445155620574951,7.557705833778967,7.359388918766693,7.480364728039852,750545600
2010-04-19,7.435224533081055,7.459901041524324,7.27572804772452,7.434020761762571,566924400
